Age,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,RiskLevel
15,1,3.415365200066738,23,0,1,0,0,0,0,0.2614722600507521,3
18,1,5.344197909721482,26,1,1,0,0,0,0,0.2182848568210317,3
15,1,10.18226770375044,21,1,1,0,1,0,0,1.0677635510419796,3
15,1,2.949078348522698,3,1,1,1,1,0,0,3.0189058584279675,0
17,1,12.233113512920282,21,1,3,1,1,0,0,1.5268678317927231,3
17,2,11.314946131022918,23,1,1,0,0,0,0,1.0582873996898603,3
17,1,14.294046327645152,7,0,2,0,0,0,0,2.625128097732231,1
16,2,18.754092307587353,12,1,4,0,0,0,0,2.8087548220286536,1
18,1,18.245091222023113,9,0,2,0,1,0,0,2.8888916692724433,1
18,1,18.921512361376628,1,1,3,1,1,0,0,4.0,0
18,2,4.894311940474019,7,0,4,0,0,1,0,2.515300272256249,1
18,2,2.6313061327870924,5,0,1,1,0,0,0,2.5637654300150947,1
17,2,6.04553400992897,15,0,2,0,0,0,0,1.7036118032323682,3
16,2,17.90170345532629,17,0,3,0,0,1,0,2.0998851567205854,2
16,1,19.441069492469765,16,0,4,1,0,0,0,2.4610469629080955,2
17,2,17.18649902140952,5,0,3,0,0,0,0,2.935477191694632,1
16,0,2.200354422550872,12,1,1,1,0,1,0,1.9863780592187463,3
17,1,18.948559961195865,22,0,4,0,0,1,0,1.5715441913992825,3
18,2,8.46716054701572,13,0,1,0,1,0,0,1.6643106896610833,3
17,0,0.1862058152470735,29,1,2,1,1,0,0,0.7562591665741925,3
18,1,8.847874814963872,25,0,2,0,1,0,0,0.8027695392342074,3
18,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577343,3
15,4,10.87755842322235,29,0,3,1,0,0,0,0.2865712882866222,3
17,1,6.771080548741026,9,1,3,0,1,0,0,2.61383869367367,1
15,0,9.468698671880976,23,0,3,0,1,0,0,0.9290125546259368,3
17,1,12.26340721486234,10,0,0,1,0,1,0,1.8927586959265916,3
17,1,17.376021916356407,12,0,2,0,0,1,0,2.331261549308754,2
15,3,13.238031529438572,11,0,3,0,1,0,0,2.234238472600233,2
15,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,2
17,2,16.388557073407302,3,1,4,0,0,0,0,3.3473567435078095,0
16,1,18.111642751462643,6,1,3,1,0,0,0,3.2618553073332905,0
18,4,2.3951993286439444,23,0,3,0,1,0,0,1.0396238791477144,3
15,1,10.638659551055827,28,0,0,0,1,0,0,0.0278186247324679,3
18,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,3
16,1,0.941223957538948,1,0,4,0,0,1,0,3.2839165218973836,0
16,2,13.370933902279706,6,0,2,1,0,0,0,2.937454182316864,1
16,1,17.255415549184512,28,0,3,0,0,1,1,0.7388682028052602,3
15,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,1
16,3,16.24827315247801,4,1,2,0,0,0,0,3.300928568970799,0
15,3,17.067914670738833,14,0,3,1,0,1,0,2.200682946560561,2
16,3,18.28680885332967,17,0,3,0,1,0,0,1.8558655731681937,3
18,2,5.305701781721048,3,0,3,0,0,0,0,2.7344014944199917,1
18,3,18.079061303797783,18,1,1,1,1,0,0,2.1317372971872284,2
17,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,3
18,1,11.046760269110056,25,0,3,0,1,0,0,0.994325023551287,3
17,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,2
18,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,3
15,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,1
18,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,3
17,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,2
17,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,3
16,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,3
15,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,3
18,1,16.117823383937086,22,0,0,1,0,1,0,1.0586220144439875,3
16,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,2
18,1,3.829792298162389,26,0,1,0,0,0,1,0.1947432807455151,3
18,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0
16,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0
16,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,2
16,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,1
16,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,3
16,1,12.831593624867883,29,0,4,0,0,1,0,0.9654824453045304,3
18,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,1
16,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,3
15,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,3
17,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,3
16,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,1
16,1,15.167695431798355,27,0,3,1,1,0,0,0.9424153953595232,3
18,2,12.120276638721624,20,1,2,0,1,0,0,1.515639098395023,3
16,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,3
16,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,2
16,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,3
18,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,3
16,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,3
17,1,10.081401594968488,12,1,4,0,0,0,0,2.587565796370635,1
18,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,0
17,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0
18,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746473,0
16,1,16.8492821367115,18,1,1,0,1,1,0,1.9199564399182076,3
17,0,14.44747015265597,13,1,2,0,0,0,0,2.1985931845869615,2
18,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,3
15,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,3
16,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139092,3
18,1,3.2142669838197135,26,0,3,0,1,0,0,0.6193509314675341,3
15,1,19.56530927058948,3,0,2,1,0,1,1,3.619460869693516,0
18,3,3.170404680548189,12,1,1,1,1,0,0,2.1749027962098797,2
15,1,9.74935670927948,7,1,1,0,1,1,0,2.9744060149110436,1
16,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488028,3
17,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,0
15,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,0
18,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,1
16,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0
15,2,17.75503049343376,10,1,1,0,1,0,0,2.8199217452931866,1
18,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,2
18,1,18.274549880129182,22,1,3,0,0,0,0,1.3711850388917164,3
18,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,2
15,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,0
15,1,15.785813093542094,4,1,2,0,1,0,0,3.5824218723119596,0
15,1,0.6242712067749512,2,0,1,1,0,0,0,2.4265467060392454,2
17,2,19.33731100586787,5,1,2,1,0,0,0,3.161436270258364,0
15,1,10.531898851795788,12,0,2,1,0,0,0,2.122638529628868,2
15,4,6.065620521308905,9,0,3,0,1,0,0,2.204860580997317,2
15,2,7.251664251893541,18,0,0,1,0,1,1,1.182987500498048,3
17,2,1.3281070692099473,7,0,3,1,0,0,0,2.7387957163435996,1
15,3,19.786990280840783,17,1,3,0,0,0,0,2.2379013009826028,2
18,0,0.7858389030138491,2,0,3,1,0,0,0,3.1394815463803876,0
15,1,13.09814246295718,23,1,0,1,1,0,0,1.0460447710800969,3
18,2,8.854718554129166,23,1,3,0,0,0,0,0.8164582452137992,3
18,1,18.978324363774306,16,0,2,1,0,1,0,2.03354462052118,2
18,2,4.919994806135904,7,1,2,1,1,0,0,2.4320785227822372,2
17,3,10.641736478760226,9,0,3,1,0,0,0,2.6597713195279016,1
17,2,9.64712417165506,1,1,2,1,0,0,1,3.5888879397650117,0
17,1,14.057328881002029,11,0,3,0,1,0,0,2.3145876278110027,2
15,4,1.3602046390484102,22,0,1,1,1,0,1,1.00722582021403,3
18,2,3.875782600467097,5,0,3,1,0,0,0,2.8816123214605245,1
17,2,4.291296401856997,1,0,1,0,1,1,0,2.804504928911685,1
17,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,3
15,3,3.7827739265348015,22,0,4,1,0,0,1,1.11991126295732,3
17,2,11.469835277819534,23,0,2,0,0,0,0,1.0306575057198797,3
15,2,4.304876410019074,2,0,2,1,0,0,0,3.0756193536614336,0
16,3,17.232499001679567,16,1,3,1,1,0,0,2.631434065124418,1
17,1,18.84370908979277,28,0,0,0,1,1,1,0.5030669073279145,3
16,2,10.369859498844807,6,0,2,0,0,0,0,2.784237837142815,1
15,3,7.046177684183565,28,0,2,0,0,0,0,0.2476267650865634,3
18,1,4.681155500349982,20,0,3,0,0,0,1,1.189548769618786,3
17,2,0.9956200304608752,4,1,3,1,0,0,1,3.3759940088028393,0
15,3,5.370001523949908,22,1,3,0,0,0,0,1.293573556445951,3
18,2,13.084715598906358,0,1,3,0,0,1,1,3.7185869042869646,0
18,2,10.672338626184215,7,0,3,1,0,0,0,2.670559614819829,1
16,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,2
15,3,7.925545249834012,13,0,2,0,1,0,0,1.6244868202221543,3
18,1,13.87726684656789,15,1,2,1,1,0,0,2.5374768278143587,1
17,0,9.786454949502428,9,0,4,0,1,0,0,2.298417928509479,2
17,2,10.251524318484233,14,0,3,1,0,0,0,2.2598041504961186,2
16,2,5.35548629208235,20,0,2,0,1,0,0,1.3213433008698847,3
18,2,9.099015536839994,23,0,3,0,1,0,0,0.9499742281238568,3
15,2,9.415699940254145,25,0,2,1,0,0,1,0.818786616073051,3
17,1,14.132850434978678,14,1,3,0,0,0,0,2.3392245127535936,2
18,2,18.81279998372228,9,0,2,0,1,0,0,2.6827762879633723,1
18,1,6.586425549650086,20,1,1,1,0,0,0,1.543837471085622,3
16,2,0.8440093716259689,27,0,3,1,0,0,0,0.1969011048236224,3
17,2,9.925902510012794,6,0,3,0,0,0,0,2.748610257448085,1
17,1,10.889226642983372,25,1,2,1,0,1,0,1.1048937876999445,3
15,1,3.368811022638305,2,0,2,1,0,0,0,2.553439811443938,1
17,2,15.209292125521332,1,0,3,1,0,0,1,3.2742334588098787,0
15,2,19.698582168829834,5,1,3,0,0,0,0,3.1860603780389143,0
17,1,18.915494340169214,20,0,3,1,0,0,0,1.722115750240589,3
16,4,3.942120776473044,8,0,2,1,1,0,0,2.3380463575903736,2
17,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,0
15,4,14.089872728233694,3,0,3,0,0,0,0,2.993502391205279,1
15,2,9.076931276138232,26,1,3,1,0,0,0,0.8963978990233954,3
16,2,10.812219886494582,2,0,3,0,0,0,0,2.9610552588035977,1
17,3,16.99200349964916,8,0,1,1,0,0,0,2.6743510954520984,1
17,2,9.602698792767464,23,0,0,1,1,0,0,1.2178731513333656,3
16,2,7.464147382102537,21,1,3,0,0,0,0,1.36559111032951,3
17,1,9.864949860519715,16,0,2,0,0,0,1,1.5222748446854282,3
17,2,11.582596080700982,13,1,3,0,0,0,0,2.2314023973705024,2
15,1,3.781553075566977,9,0,2,1,0,0,0,2.135266354890094,2
17,1,18.018154605339813,12,0,2,0,0,0,0,2.255698914963147,2
17,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,1
16,0,12.665378346749778,26,0,3,1,1,0,0,0.8976341586164038,3
16,4,1.9899245236127627,0,0,1,1,0,0,1,3.117354434785501,0
18,1,12.083478763451836,27,0,3,1,0,1,0,1.2875951312580094,3
15,2,2.4192132447698467,21,0,2,0,0,0,0,0.5710530980330257,3
17,3,1.573953503907981,28,0,3,1,0,0,0,0.5813557994949716,3
17,2,10.546217912847863,18,0,1,0,0,1,0,1.6434624040739565,3
18,1,8.055710680929899,18,0,1,0,0,0,0,1.2348440407820207,3
17,2,11.776205403124465,5,0,3,0,1,0,1,2.968093619579765,1
15,2,1.784443361144772,12,0,2,1,0,0,0,2.009298479722319,2
18,2,8.619661256945168,18,0,1,1,0,0,0,1.146086034129592,3
15,2,3.4957343009031594,12,1,4,0,0,0,0,2.1923631978552875,2
18,4,19.74200171848233,26,1,1,1,0,0,0,0.94573087329995,3
18,2,11.223004248703488,25,0,2,1,0,0,0,0.5672500284902902,3
16,1,13.748737218817348,21,0,1,0,0,0,0,0.9707643470928292,3
15,2,6.508365613652156,20,1,2,1,0,1,1,1.6560601255004677,3
17,0,1.894778295586883,3,0,2,0,0,1,0,2.8393132491560324,1
17,3,19.517417255670733,23,0,1,0,0,1,1,0.189818059909026,3
15,1,5.7251807076636645,1,0,3,1,0,0,0,3.25829468502287,0
17,1,8.476163703471485,14,1,2,0,0,0,0,1.9200558526588951,3
17,3,12.9972784340515,11,0,3,0,0,0,0,2.0217714943693785,2
15,2,0.4939459537222257,29,1,1,1,0,0,0,0.1259330746249498,3
18,1,16.205182610345737,26,1,2,1,0,0,0,1.2870134123902284,3
15,2,10.731563800572406,6,0,0,1,0,1,0,2.5914267032293132,1
18,3,5.564343741376443,19,1,3,0,0,0,0,1.4633796485356,3
17,1,1.232159705849385,17,0,3,0,0,0,0,1.465549386433812,3
17,3,3.2499683094888288,22,0,3,1,1,0,1,1.710466837709535,3
17,0,17.900677177068737,12,0,2,0,1,0,1,2.288505685252231,2
16,2,13.72048447871782,16,0,3,0,0,1,0,1.9609688486532324,3
18,3,4.998034432737796,3,0,3,0,0,0,0,2.6216233262773407,1
16,1,1.3120152989005909,24,0,0,1,0,0,0,0.7683163859836675,3
16,2,13.812306247732726,13,0,1,0,0,1,0,1.8064063454058108,3
15,1,11.448154519355302,19,0,2,0,0,0,0,0.88186635307777,3
16,2,8.090390489164701,27,0,3,0,1,0,0,0.8170682206563473,3
15,2,7.272228983801277,12,1,0,0,0,0,0,1.4461325277019692,3
15,2,4.336285518582166,2,0,3,0,1,0,0,3.3390943622003117,0
16,1,13.392225130750353,25,0,2,0,0,0,0,0.8196254779474454,3
18,1,19.41336055587741,25,0,2,0,0,0,0,0.6768179731112823,3
18,0,3.514304916736517,17,0,1,0,1,0,1,1.3895448744649723,3
18,1,11.942332400310068,13,0,2,0,1,0,1,1.9915084140251775,3
18,2,8.483701114919524,14,0,0,0,1,0,0,1.6398675504146123,3
18,3,8.933774434893298,2,0,0,0,1,0,0,2.5117430206054214,1
16,2,5.082945602556288,0,0,3,0,0,1,0,2.9839199495864985,1
16,2,16.50269751322838,25,1,2,0,0,1,0,1.25865485443205,3
17,4,9.705112082944822,23,1,2,0,0,0,0,1.4179299273727557,3
18,2,10.86811704396528,16,0,1,1,0,1,0,1.5970165723817666,3
16,3,6.095218255946515,2,1,2,0,1,0,0,3.0886998681859597,0
17,2,3.636169313338995,13,0,0,1,1,0,0,1.6413414427787147,3
18,1,1.7182077640564095,2,0,2,0,1,0,0,2.5868706562634283,1
15,0,14.282382818498318,12,1,2,0,0,0,0,2.389032645212185,2
17,2,3.924685633757112,14,0,2,1,0,0,0,1.8981464002812252,3
16,1,13.801507083775954,17,0,4,0,1,0,0,2.1104879749817496,2
15,1,7.807528920939077,13,0,2,0,0,0,0,1.7002735894049137,3
15,2,8.315496019793029,20,0,2,1,0,0,0,1.0444999950877136,3
15,2,9.383549921855431,25,0,2,0,1,0,0,1.1941661337644758,3
17,2,7.354170162550863,2,0,1,0,0,1,0,2.6491368281965504,1
16,1,2.0123995444518017,18,0,3,0,1,0,0,1.2341413889277302,3
15,1,6.192636200056915,7,0,2,1,0,0,0,2.127408865912826,2
18,2,13.274687213878767,3,1,1,1,0,0,0,2.913887649138132,1
15,4,13.31568802937742,3,0,3,0,0,0,1,3.119393913150377,0
15,2,5.724486144799887,18,1,0,0,0,0,0,1.0363787383257312,3
17,3,9.20205253115376,10,0,4,1,0,0,1,2.403284547023526,2
17,2,3.8689445602387496,0,1,3,0,0,0,0,3.1565080639094454,0
16,2,4.2074416305967155,7,1,2,0,1,1,0,2.723471858740064,1
18,1,0.4609417681321481,14,0,1,1,1,0,0,1.5309511463109082,3
17,2,17.934930998154893,0,0,1,0,0,0,0,3.4685813491357274,0
15,2,4.214133301498125,6,0,1,1,0,0,0,2.3020320443414053,2
16,2,4.550677538729266,20,1,1,1,0,0,0,1.265677909199434,3
15,2,5.592028652902636,19,0,2,1,1,0,1,1.479602227739032,3
15,2,2.54816143390858,19,0,4,0,0,1,1,1.4450767191993792,3
17,1,12.785257663627256,23,0,2,0,0,0,0,0.8094338103684621,3
16,2,1.5028590635517314,10,1,3,0,0,0,0,2.1502332699887816,2
18,1,2.6840485265270053,26,0,3,0,0,0,0,0.5591437155118445,3
18,3,12.895134531801858,28,0,3,0,0,0,0,0.5807884851770568,3
17,1,6.793212409628855,13,0,0,0,1,1,1,1.602089195984674,3
17,0,14.158956534023782,21,1,2,0,1,0,0,1.0027983635819373,3
16,2,11.14849489340284,15,0,3,0,0,0,0,1.6630634531990602,3
18,2,5.120423461230262,13,0,3,0,0,0,1,1.5315464597195698,3
18,2,13.016559009786562,11,0,4,0,0,0,0,2.205842147030335,2
18,1,2.325473605857613,16,0,3,0,0,0,1,1.155338560965664,3
15,2,10.728207661600608,13,1,1,0,0,0,0,2.153758339869399,2
18,1,8.742962100900693,9,0,2,1,0,0,1,2.592786686317039,1
15,3,5.357471656348816,23,0,0,1,1,0,0,0.9123305070955544,3
16,3,12.080099954790002,28,1,3,0,0,0,0,0.6956309334599464,3
15,2,17.42667184680565,13,1,2,0,0,0,0,2.1396198913689854,2
16,1,19.978093995261535,17,0,3,0,0,0,0,1.5504493308923313,3
18,2,12.15525537486849,21,0,4,0,0,0,1,1.5475367003506038,3
18,0,8.094117486583404,8,1,3,0,0,1,0,2.966548034294946,1
16,2,4.5041420043240326,16,0,2,1,0,0,1,1.6336793710032238,3
17,1,5.141921787902235,5,1,1,0,0,0,0,2.3325403195354064,2
16,3,9.589099562995314,7,1,3,1,1,1,0,3.270262309404739,0
17,0,7.345554025614184,25,0,1,0,0,0,0,0.3464705925902769,3
15,2,18.276290452498884,12,1,1,0,0,0,0,1.8949043363401072,3
15,2,7.365909353114191,17,0,1,0,0,0,0,1.4567426010872695,3
15,2,7.468891822908709,4,0,2,1,0,0,0,2.5537231512721896,1
18,0,7.67069024867954,5,0,1,0,0,0,0,2.224197461212005,2
15,4,16.732404207353163,20,1,4,0,1,1,0,1.8476004181084256,3
17,2,13.015766416938035,18,0,4,1,0,0,0,1.849760707133483,3
15,2,12.283377006377854,3,0,4,0,0,1,0,3.268794215560215,0
16,1,6.6828604476772435,6,1,0,0,0,0,1,2.546516637246023,1
16,2,16.35808353664879,3,0,4,0,0,0,0,3.1012292205041274,0
18,2,0.7672772271140227,24,0,4,0,0,1,0,0.6559540779626771,3
16,0,17.415943446762263,10,1,4,0,1,0,0,3.088512305616677,0
17,1,10.254997995878592,11,1,3,0,0,0,0,1.9925598054819995,3
15,3,7.965004697268256,13,1,3,0,1,0,0,2.605247445547851,1
18,1,9.943345614353714,12,1,1,0,0,0,0,1.7339724542334658,3
15,1,13.348310610676622,28,0,3,1,0,0,0,1.11384878785912,3
15,2,0.2553085303579472,9,0,0,1,0,0,0,1.6492502516618042,3
17,2,17.431037129164956,17,0,2,0,0,0,0,1.3375549802098765,3
16,0,8.934790506227856,15,0,4,0,0,0,0,1.9846599185571745,3
16,2,6.859330394001564,4,0,2,0,1,1,0,3.060881655966949,0
15,1,2.764911312681142,7,1,1,0,0,0,0,2.3928973584250004,2
18,0,8.789307487168843,13,0,4,0,0,0,0,2.0837969900967988,2
16,0,9.926455425687577,4,0,4,0,1,0,1,3.64573804877044,0
18,3,8.072933889869557,25,0,1,1,0,0,0,0.322286081625407,3
16,1,13.573201876537942,27,0,3,0,1,0,0,1.129514334361546,3
18,0,8.41793057518452,23,0,2,1,0,0,0,0.6307569438666114,3
17,2,19.228351556931468,7,0,2,0,0,1,1,3.1572296388040932,0
18,3,11.985550356471837,24,0,1,0,0,0,0,0.680087787496653,3
17,1,16.14955871303818,25,0,0,0,0,0,0,0.7963598478866475,3
17,2,2.187118062189577,5,1,1,0,1,0,0,2.844039214925591,1
18,0,7.945825858918115,15,1,0,0,1,0,0,1.253451854215859,3
17,2,6.736954028943054,27,0,4,0,0,0,0,0.534508880538856,3
15,2,11.389647762731837,3,1,3,1,0,0,0,3.1910461182199175,0
17,2,17.222270401228513,11,0,3,0,0,1,0,2.8154212753091197,1
16,1,1.5667643552401334,10,0,3,0,0,0,0,2.1571223032650955,2
18,1,1.4514959608942155,2,0,1,1,0,0,0,2.7238280604010647,1
15,1,17.00635416315198,11,0,4,1,0,0,0,2.627693905554347,1
18,1,4.257001720767148,29,1,3,1,1,0,0,0.9124156208354256,3
16,0,13.375065088996276,4,0,2,0,0,0,0,2.609623081817451,1
16,2,10.857562647216104,5,1,1,0,1,0,0,2.981992255406158,1
16,4,16.657871897744588,18,0,3,0,0,0,0,1.625082773696198,3
17,4,2.5017781967280706,17,0,3,0,1,0,0,1.3616984178594074,3
17,3,2.5956593144522255,15,1,3,0,0,0,0,1.9169618961294344,3
18,2,11.13636720556615,22,0,0,0,0,0,0,1.011253194616751,3
18,2,18.92757306716742,10,0,1,1,1,0,0,2.3321590405051187,2
15,1,8.299955167415085,4,0,2,1,1,1,0,3.387938347765993,0
15,2,6.538842005093899,8,0,3,0,1,0,0,2.384690791358408,2
18,2,12.133786463957716,2,0,0,0,0,0,0,2.7808169956104924,1
17,2,18.608972010900622,29,0,2,0,1,0,1,0.5348357535394734,3
16,2,16.738556656892474,7,0,2,0,0,0,0,2.542214348782037,1
18,1,19.909672214664397,5,0,3,0,0,0,0,3.0071290674312805,0
15,1,0.4513716640475418,3,0,2,1,0,0,0,2.9858098143768106,1
17,3,2.2571628942552446,11,0,2,0,1,0,0,1.9493060573283008,3
18,0,12.18935526733244,11,0,3,0,0,0,0,2.1478451963634986,2
18,2,16.411528786676996,24,0,4,0,0,0,1,1.1757680252358405,3
17,3,5.704886846135331,20,0,1,1,0,0,0,1.4003632540944204,3
18,2,4.784221760684375,15,0,1,1,0,1,0,1.7555440233413917,3
17,2,15.739515987624015,9,0,4,1,0,1,0,2.9000962392055474,1
16,1,1.1276370770646316,21,0,2,0,0,0,0,1.0334594906901564,3
17,1,7.387652951651702,13,0,3,0,0,0,1,1.907742363387151,3
17,3,10.116184451846594,12,0,3,0,0,0,0,1.880909289765476,3
17,2,11.206973487006469,8,0,1,0,1,1,0,2.614950353949793,1
18,2,14.572303135855538,6,0,3,1,0,1,0,3.1071355935726115,0
18,0,7.096914468613164,11,0,3,0,0,0,0,1.3864645615000095,3
17,0,12.253686893492144,4,0,2,0,0,0,0,2.8337600718448113,1
18,4,11.707508455819127,17,0,0,0,0,1,0,1.0861513973549914,3
15,1,10.952322013074944,3,0,4,0,0,0,0,2.874037360035303,1
15,2,12.809665862844245,1,0,2,0,1,0,0,2.8956713046591833,1
18,0,5.188983421361526,2,1,3,0,0,0,0,3.1813076022771107,0
18,2,1.6929750716925795,25,0,3,0,0,0,0,0.4712831088434319,3
17,3,2.3854334407948685,11,1,2,0,0,0,0,2.2113795279733512,2
16,2,4.491647653078021,2,1,3,1,1,0,0,3.375252255246081,0
18,1,10.003958710455706,3,0,4,0,1,0,0,3.203858190796927,0
15,2,16.808855010920404,5,0,2,0,0,1,0,3.3501791105924874,0
17,2,14.025866841767682,11,0,2,0,0,0,0,1.7257915297427142,3
18,2,15.780812084040942,18,0,4,1,0,0,0,2.2166038146961022,2
15,3,7.019512478521827,9,0,1,1,0,0,1,2.0046273170074884,2
15,2,8.093074832971004,29,1,0,0,0,0,0,0.7157420455446748,3
16,3,7.873637719812256,0,1,4,0,0,1,0,3.8806400848697424,0
17,2,3.8374636880900304,16,0,3,1,0,1,0,1.689528158418944,3
17,1,1.2243331628714405,15,0,4,1,1,0,1,1.7579788035014272,3
16,1,11.818321856544536,8,0,0,0,0,0,0,2.136399546240388,2
16,1,19.784333668411723,24,1,1,0,1,0,0,0.911568270646688,3
17,3,3.3365940990052567,20,1,1,0,0,0,0,1.1378011102056016,3
17,2,0.9336963979854752,8,1,3,1,0,0,1,2.34926492736688,2
18,2,15.59063363647866,26,0,3,0,0,0,0,0.6237474365472879,3
18,1,5.051720133694484,22,0,2,0,0,1,0,0.3410294459251265,3
16,1,16.59287610705857,8,0,0,0,0,0,0,2.223813666751698,2
18,2,14.078733340690308,11,0,3,0,0,0,1,2.3282403846301514,2
15,2,18.91347074101609,22,1,2,1,0,0,0,1.6230778220088506,3
18,1,8.178544715133441,8,1,1,1,0,0,0,2.200896321528595,2
